reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,Value (kUSD),Balance (kUSD),Quantity,Quantity Unit,Unit Value,Unit Value Unit,Share World (%),Growth Value 5Y (%),Growth Value 2Y (%),Growth Quantity 5Y (%)
894,Zambia,000,Mundo,090111,Café sin tostar ni descafeinar,31130,31028,5297.000,Toneladas,5876.9114593165942986596186521,USD/Toneladas,0.06242982,12,101,12
702,Singapur,000,Mundo,090111,Café sin tostar ni descafeinar,30635,-28548,3777.000,Toneladas,8110.934604183214191157002912,USD/Toneladas,0.06143847,9,2,1
626,Timor-Leste,000,Mundo,090111,Café sin tostar ni descafeinar,30466,30466,7095.000,Toneladas,4294.0098661028893587033121917,USD/Toneladas,0.06109986,4,116,1
616,Polonia,000,Mundo,090111,Café sin tostar ni descafeinar,27806,-832320,3354.000,Toneladas,8290.399522957662492546213476,USD/Toneladas,0.05576437,36,57,21
450,Madagascar,000,Mundo,090111,Café sin tostar ni descafeinar,24474,24422,6729.000,Toneladas,3637.0931787784217565760142666,USD/Toneladas,0.04908239,394,-18,311
178,Congo,000,Mundo,090111,Café sin tostar ni descafeinar,23370,23343,3286.000,Toneladas,7111.9902617163724893487522824,USD/Toneladas,0.04686814,15,4,-2
757,Suiza,000,Mundo,090111,Café sin tostar ni descafeinar,22007,-1548448,2666.000,Toneladas,8254.688672168042010502625656,USD/Toneladas,0.04413391,25,42,6
218,Ecuador,000,Mundo,090111,Café sin tostar ni descafeinar,21342,9171,2969.000,Toneladas,7188.2788817783765577635567531,USD/Toneladas,0.04280135,-2,89,-16
388,Jamaica,000,Mundo,090111,Café sin tostar ni descafeinar,18227,15524,528.000,Toneladas,34520.833333333333333333333333,USD/Toneladas,0.03655388,-1,14,-6
620,Portugal,000,Mundo,090111,Café sin tostar ni descafeinar,18202,-287559,0.000,No medida,,,0.03650374,30,206,
764,Tailandia,000,Mundo,090111,Café sin tostar ni descafeinar,17894,-132474,2755.000,Toneladas,6495.0998185117967332123411978,USD/Toneladas,0.03588584,59,343,59
233,Estonia,000,Mundo,090111,Café sin tostar ni descafeinar,17645,-107,2279.000,Toneladas,7742.4308907415533128565160158,USD/Toneladas,0.03538669,232,-30,176
458,Malasia,000,Mundo,090111,Café sin tostar ni descafeinar,17355,-531255,3088.000,Toneladas,5620.1424870466321243523316062,USD/Toneladas,0.03480609,17,273,1
068,"Bolivia, Estado Plurinacional de",000,Mundo,090111,Café sin tostar ni descafeinar,16944,16833,2132.000,Toneladas,7947.467166979362101313320826,USD/Toneladas,0.03398038,10,12,5
262,Djibouti,000,Mundo,090111,Café sin tostar ni descafeinar,14520,14444,1867.000,Toneladas,7777.182645956079271558650241,USD/Toneladas,0.02912017,23,29,13
208,Dinamarca,000,Mundo,090111,Café sin tostar ni descafeinar,12418,-154000,1073.000,Toneladas,11573.159366262814538676607642,USD/Toneladas,0.02490405,22,68,7
300,Grecia,000,Mundo,090111,Café sin tostar ni descafeinar,11670,-322523,1333.000,Toneladas,8754.688672168042010502625656,USD/Toneladas,0.02340374,43,147,22
710,Sudáfrica,000,Mundo,090111,Café sin tostar ni descafeinar,10792,-125860,1311.000,Toneladas,8231.884057971014492753623188,USD/Toneladas,0.0216441,21,92,5
490,Taipei Chino,000,Mundo,090111,Café sin tostar ni descafeinar,7575,-312828,696.000,Toneladas,10883.620689655172413793103448,USD/Toneladas,0.01519125,7,7,0
887,Yemen,000,Mundo,090111,Café sin tostar ni descafeinar,7312,5832,622.000,Toneladas,11755.627009646302250803858521,USD/Toneladas,0.01466437,-11,9,-17
440,Lituania,000,Mundo,090111,Café sin tostar ni descafeinar,6643,-23405,749.000,Toneladas,8869.158878504672897196261682,USD/Toneladas,0.0133224,7,21,-5
051,Armenia,000,Mundo,090111,Café sin tostar ni descafeinar,6237,-63876,1045.000,Toneladas,5968.4210526315789473684210526,USD/Toneladas,0.01250818,64,72,28
694,Sierra Leona,000,Mundo,090111,Café sin tostar ni descafeinar,5918,5855,1248.000,Toneladas,4741.9871794871794871794871795,USD/Toneladas,0.01186867,26,-55,1
579,Noruega,000,Mundo,090111,Café sin tostar ni descafeinar,5822,-270618,683.000,Toneladas,8524.158125915080527086383602,USD/Toneladas,0.01167643,107,319,70
104,Myanmar,000,Mundo,090111,Café sin tostar ni descafeinar,5747,5450,924.000,Toneladas,6219.6969696969696969696969697,USD/Toneladas,0.01152457,12,64,4
344,"Hong Kong, China",000,Mundo,090111,Café sin tostar ni descafeinar,5562,-34118,450.000,Toneladas,12360,USD/Toneladas,0.01115491,27,3,4
