reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,Value (kUSD),Balance (kUSD),Quantity,Quantity Unit,Unit Value,Unit Value Unit,Share World (%),Growth Value 5Y (%),Growth Value 2Y (%),Growth Quantity 5Y (%)
056,Bélgica,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",21732,4656,0.000,Toneladas,,,0.2754694,-2,36,
156,China,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",21631,-55051,603193.000,Carats,35.860827297399008277615953766,USD/Carats,0.2741835,-27,-50,48
076,Brasil,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",17097,15541,0.000,Toneladas,,,0.2167115,16,-27,
040,Austria,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",11185,7379,0.000,Toneladas,,,0.1417816,89,133,
036,Australia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",7706,-6097,0.000,No medida,,,0.09767736,22,108,
410,"Corea, República de",000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",5621,-1576,1.000,Toneladas,5621000,USD/Toneladas,0.07125177,79,-1,
392,Japón,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",5388,-62383,130391.000,Carats,41.321870374489036820025922034,USD/Carats,0.06829415,35,8,52
124,Canadá,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",5204,-4299,0.000,No medida,,,0.06596966,5,-52,
704,Viet Nam,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",4865,1468,0.000,No medida,,,0.06166187,58,60,
051,Armenia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",4240,-4428,0.000,Toneladas,,,0.05374525,-10,-34,
458,Malasia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",3267,-1085,11306.000,Carats,288.96161330267114806297541129,USD/Carats,0.04141427,37,4,172
422,Líbano,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",3180,-203,0.000,Toneladas,,,0.04031104,-9,811,
414,Kuwait,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1990,1916,0.000,No medida,,,0.0252261,874,13,
048,Bahrein,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1755,-703,0.000,No medida,,,0.02223975,8,103,
724,España,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1715,-3504,0.000,Toneladas,,,0.02173894,-21,12,
528,Países Bajos,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1358,-2227,0.000,Toneladas,,,0.01721369,70,167,
694,Sierra Leona,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1353,1353,0.000,No medida,,,0.01714842,55,126,
792,Türkiye,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",1042,-1164,0.000,Toneladas,,,0.01321387,87,36,
554,Nueva Zelandia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",935,-2644,0.000,Toneladas,,,0.01185404,116,676,
566,Nigeria,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",843,821,0.000,No medida,,,0.01068941,37,-11,
490,Taipei Chino,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",786,-406,0.000,Toneladas,,,0.009964734,19,-71,
643,"Rusia, Federación de",000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",740,-5497,0.000,No medida,,,0.009382308,-30,-1,
376,Israel,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",709,432,0.000,No medida,,,0.008987119,88,679,
710,Sudáfrica,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",687,-3648,2490.000,Carats,275.90361445783132530120481928,USD/Carats,0.00870595,164,188,177
208,Dinamarca,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",373,90,0.000,Toneladas,,,0.004728061,-30,391,
004,Afganistán,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",338,218,0.000,No medida,,,0.004280859,-50,-79,-28
620,Portugal,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",338,-1034,0.000,Toneladas,,,0.004284409,28,260,
586,Pakistán,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",254,254,0.000,Toneladas,,,0.003219931,57,195,
752,Suecia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",190,-3,0.000,Toneladas,,,0.002408396,66,22,
740,Suriname,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",135,135,0.000,No medida,,,0.001711295,54,354,
072,Botsuana,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",134,132,0.000,No medida,,,0.001701127,,-5,
203,República Checa,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",127,-945,0.000,Toneladas,,,0.001609823,-6,-70,
188,Costa Rica,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",121,-1229,0.000,Toneladas,,,0.001530681,,-27,
372,Irlanda,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",110,-1091,0.000,Toneladas,,,0.001394334,-17,144,
450,Madagascar,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",94,94,0.000,Toneladas,,,0.001186962,32,-48,
440,Lituania,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",93,-160,0.000,Toneladas,,,0.001178846,,-69,
682,Arabia Saudita,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",92,-132,0.000,Toneladas,,,0.00116965,-14,,
616,Polonia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",89,-570,0.000,Toneladas,,,0.001128143,35,,
231,Etiopía,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",58,58,0.000,No medida,,,0.0007391195,-50,-89,36
484,México,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",49,-1053,0.000,Toneladas,,,0.0006211126,,1125,
579,Noruega,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",45,-107,0.000,Toneladas,,,0.000573856,5,-4,
531,Curaçao,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",38,-1181,0.000,Toneladas,,,0.0004816792,,,
360,Indonesia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",35,-1277,0.000,Toneladas,,,0.000447552,-41,547,
662,Santa Lucía,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",33,33,64.000,Carats,515.625,USD/Carats,0.0004166652,,,
196,Chipre,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",26,-275,0.000,Toneladas,,,0.00032957,4,550,
233,Estonia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",24,-85,0.000,Toneladas,,,0.0003042184,67,243,
642,Rumania,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",24,-122,0.000,Toneladas,,,0.0003042184,,71,
516,Namibia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",23,23,0.000,Toneladas,,,0.0002956534,,,
364,"Irán, República Islámica del",000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",18,18,0.000,Toneladas,,,0.0002273645,58,713,
404,Kenya,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",16,16,0.000,Toneladas,,,0.0002089286,-74,40,
300,Grecia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",15,-746,0.000,Toneladas,,,0.0001878308,-30,-70,
140,República Centroafricana,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",14,14,0.000,No medida,,,0.0001799348,44,,
426,Lesoto,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",12,9,22.000,Carats,545.45454545454545454545454545,USD/Carats,0.0001475079,,,
705,Eslovenia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",12,-196,0.000,Toneladas,,,0.0001521092,-5,-94,
304,Groenlandia,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",9,4,0.000,No medida,,,0.0001166566,-74,-99,
120,Camerún,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",9,9,24.000,Carats,375,USD/Carats,0.0001199888,,,
533,Aruba,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",8,-15,0.000,No medida,,,0.0001008079,,,
162,Isla de Navidad,000,Mundo,710391,"Rubíes, zafiros y esmeraldas, trabajados, incl. clasificados, pero sin ensartar, montar ni engarzar; rubíes, zafiros y esmeraldas, sin clasificar, ensartados temporalmente para facilitar el transporte (exc. simplemente aserrados o desbastados, así como imitaciones de piedras preciosas o semipreciosas)",7,7,0.000,No medida,,,0.00009336208,,,
