reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,Value (kUSD),Balance (kUSD),Quantity,Quantity Unit,Unit Value,Unit Value Unit,Share (%),Share Partner Country (%),,Ranking Partners,Growth Value 5Y (%),Growth Value 2Y (%),Growth Value Partners 5Y (%),Growth Quantity 5Y (%)
170,Colombia,000,Mundo,1801,"Cacao en grano, entero o partido, crudo o tostado",138014,137436,16457.000,Toneladas,8386.340159202770857385914808,USD/Toneladas,100.0000000000000000,,100,,57,111,34,13
170,Colombia,842,Estados Unidos de América,1801,"Cacao en grano, entero o partido, crudo o tostado",49936,49936,6160.000,Toneladas,8106.493506493506493506493506,USD/Toneladas,36.1818366252699002,1.794416,9.198126,5,123,3871,19,79
170,Colombia,458,Malasia,1801,"Cacao en grano, entero o partido, crudo o tostado",40298,40298,4640.000,Toneladas,8684.913793103448275862068966,USD/Toneladas,29.1984871100033330,1.5124,12.87074,2,275,297,42,155
170,Colombia,528,Países Bajos,1801,"Cacao en grano, entero o partido, crudo o tostado",8819,8819,1024.000,Toneladas,8612.3046875,USD/Toneladas,6.3899314562290782,0.06929602,20.85041,1,81,849,41,37
170,Colombia,643,"Rusia, Federación de",1801,"Cacao en grano, entero o partido, crudo o tostado",8768,8768,1211.000,Toneladas,7240.2972749793559042113955409,USD/Toneladas,6.3529786833219818,6.61631,0.4320254,21,474,4070,45,473
170,Colombia,484,México,1801,"Cacao en grano, entero o partido, crudo o tostado",8673,8673,1001.000,Toneladas,8664.335664335664335664335664,USD/Toneladas,6.2841450867303317,,0.08335927,31,0,-73,-10,-29
170,Colombia,381,Italia,1801,"Cacao en grano, entero o partido, crudo o tostado",6934,6934,863.000,Toneladas,8034.762456546929316338354577,USD/Toneladas,5.0241279870158100,0.7972909,3.045003,11,158,179,31,100
170,Colombia,392,Japón,1801,"Cacao en grano, entero o partido, crudo o tostado",2903,2903,280.000,Toneladas,10367.857142857142857142857143,USD/Toneladas,2.1034097990058980,0.5194485,1.796183,13,90,680,44,51
170,Colombia,724,España,1801,"Cacao en grano, entero o partido, crudo o tostado",2553,2553,214.000,Toneladas,11929.906542056074766355140187,USD/Toneladas,1.8498123378787659,0.3272357,3.349348,10,195,16211,42,191
170,Colombia,233,Estonia,1801,"Cacao en grano, entero o partido, crudo o tostado",1974,1974,244.000,Toneladas,8090.163934426229508196721311,USD/Toneladas,1.4302896807570246,1.058388,0.5085405,20,14,-35,40,-28
170,Colombia,792,Türkiye,1801,"Cacao en grano, entero o partido, crudo o tostado",1807,1807,225.000,Toneladas,8031.111111111111111111111111,USD/Toneladas,1.3092874635906502,0.08253229,3.357517,9,,,36,
170,Colombia,360,Indonesia,1801,"Cacao en grano, entero o partido, crudo o tostado",1615,1615,201.000,Toneladas,8034.825870646766169154228856,USD/Toneladas,1.1701711420580521,0.1601189,5.637721,6,288,-63,32,41
170,Colombia,251,Francia,1801,"Cacao en grano, entero o partido, crudo o tostado",915,915,84.000,Toneladas,10892.857142857142857142857143,USD/Toneladas,0.6629762198037880,0.09783266,4.578529,7,106,223,30,60
170,Colombia,276,Alemania,1801,"Cacao en grano, entero o partido, crudo o tostado",541,541,59.000,Toneladas,9169.491525423728813559322034,USD/Toneladas,0.3919892184850812,0.008105192,9.250978,4,2,284,27,-25
170,Colombia,056,Bélgica,1801,"Cacao en grano, entero o partido, crudo o tostado",481,481,40.000,Toneladas,12025,USD/Toneladas,0.3485153680061443,0.1079461,9.788033,3,-33,-95,36,-54
170,Colombia,032,Argentina,1801,"Cacao en grano, entero o partido, crudo o tostado",462,462,52.000,Toneladas,8884.615384615384615384615385,USD/Toneladas,0.3347486486878143,8.953488,0.0168226,41,-39,4541,40,-58
170,Colombia,826,Reino Unido,1801,"Cacao en grano, entero o partido, crudo o tostado",381,381,32.000,Toneladas,11906.25,USD/Toneladas,0.2760589505412494,0.09673821,1.718682,14,-10,853,20,-30
170,Colombia,124,Canadá,1801,"Cacao en grano, entero o partido, crudo o tostado",328,328,39.000,Toneladas,8410.25641025641025641025641,USD/Toneladas,0.2376570492848552,0.2777722,3.917604,8,212,-51,40,155
170,Colombia,784,Emiratos Árabes Unidos,1801,"Cacao en grano, entero o partido, crudo o tostado",245,245,25.000,Toneladas,9800,USD/Toneladas,0.1775182227889924,1.747504,0.04570539,34,,,6,
170,Colombia,288,Ghana,1801,"Cacao en grano, entero o partido, crudo o tostado",223,223,50.000,Toneladas,4460,USD/Toneladas,0.1615778109467156,100,0.0007269894,77,,,341,
170,Colombia,498,"Moldova, República de",1801,"Cacao en grano, entero o partido, crudo o tostado",71,71,6.000,Toneladas,11833.333333333333333333333333,USD/Toneladas,0.0514440564000754,98.7013,0.0002510232,86,,,107,
170,Colombia,152,Chile,1801,"Cacao en grano, entero o partido, crudo o tostado",42,42,3.000,Toneladas,14000,USD/Toneladas,0.0304316953352558,10.72319,0.001306067,68,99,1343,31,32
170,Colombia,600,Paraguay,1801,"Cacao en grano, entero o partido, crudo o tostado",23,23,2.000,Toneladas,11500,USD/Toneladas,0.0166649760169258,100,0.000003156862,133,,248,9,
170,Colombia,036,Australia,1801,"Cacao en grano, entero o partido, crudo o tostado",19,19,1.000,Toneladas,19000,USD/Toneladas,0.0137667193183300,0.3747658,0.01565889,43,,,20,
170,Colombia,703,Eslovaquia,1801,"Cacao en grano, entero o partido, crudo o tostado",2,2,0.000,Toneladas,,,0.0014491283492979,0.03582125,0.327631,22,70,-61,69,
170,Colombia,780,Trinidad y Tobago,1801,"Cacao en grano, entero o partido, crudo o tostado",1,1,0.000,Toneladas,,,0.0007245641746489,100,0.000003800114,128,,,,
170,Colombia,604,Perú,1801,"Cacao en grano, entero o partido, crudo o tostado",,-538,,,,,,,0.05448068,33,,,,
170,Colombia,862,"Venezuela, República Bolivariana de",1801,"Cacao en grano, entero o partido, crudo o tostado",,-40,,,,,,,0.0002282029,87,,,,
