"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Spain","ESP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4978036605.65724","6073291017.96407","7896181724.04867","10487210165.6196","12838993366.0225","14219846376.8116","14908642128.8237","17570821467.6889","22314444444.4444","29440976698.0664","33299965189.139","33059607136.421","33310336210.8133","32644516241.2993","36702571931.2772","37762612524.4618","45782844243.7923","56558264384.8538","65156156263.391","68933506676.0365","84463395364.0222","91063265012.0096","102239554688.77","93084945744.5418","107879062228.295","134295436349.079","148187311178.248","151657954545.455","161797527564.317","167415361761.776","170991162037.647","175010487832.677","188324245463.53","232580150552.156","271611046439.383","287980772158.755","317776995049.411","382818371650.197","417991645729.687","343996583489.453","368818353816.667","437172778239.3","416597866010.156","446190552100.786","458508132691.763","401637009328.906","417367780824.515","461297400643.53","499282766700.392","486670273121.568","393139331915.954","493273673720.922","574783432054.477","612433794394.128","639462804274.219","698476476631.372",
"Estonia","EST","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573466525.53586","2848889768.45438","2967518489.37844","2932836519.70347","3627803201.08206","4178072088.10769","4022130536.62692","3504490924.16843","3831095694.20822","4270175190.73184","5644211833.785","7418642236.02484","9230780997.38838","10769819345.1261","14052834656.4468","16160988721.2538","11949522089.4693","14652236228.9086","20104199023.8133","19844301075.3844","21239933054.6291","21804108132.1015","17725037607.8473","18537893089.3891","20411337063.7789","22761453869.1051","22955204325.3882","21687304701.9674","29617994789.2515","33421529205.1091","32253419230.1692","32636565839.1828","36854468950.5399",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948445900.95456","6474164234.1889","5814937799.04306","5349377912.66376","5826254533.33333","6977614238.63636","7291628539.93174","7032893577.0121","8323978508.07578","10151637925.551","8962144165.66712","8294520632.75419","16785187367.6025",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","142023520138.547","160636669321.272","196448099572.298","266624554928.552","347060250305.35","376972813844.31","410595170937.564","471070893267.516","569161927202.52","712092921406.604","808381458583.012","750800725839.426","723597902600.45","710794899175.877","726884224506.482","754325934652.391","946152204641.286","1139998946542.29","1272652848075.38","1355147112437.86","1667525446754.79","1712141103893.92","1861472148627.63","1705850229226.65","1908690392182.02","2348641080684.32","2414929755911.5","2391589902693.09","2511951883205.41","2525436512913.84","2589744375310.81","2628629863014.23","2824162433032.25","3390191771044.01","4080047082242.34","4428502195587.57","4993155589238.51","5942234904121.63","6635673954396.67","5306480398721.07","5811089849833.89","6739701619426.91","6482971075064.73","6819694882152.65","7079340662726.56","6317507420115.02","6421421883139.11","7063726189936.99","7769972703793.73","7684157673460.92","7107616031188.83","8698129221545.22","9413958690932.8","9657673463872.34","9822201178200.51","10538060548522.1",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046149.49037","2827196646.77465","3487225408.66074","4596304652.24833","6381402237.27745","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50865246751.3515","52967332461.1766","51507654129.9213","54947289188.2354","64062137649.4116","76257431519.3052","82514287315.1751","93509466783.5293","112360012523.138","128286645761.719","91464252096.8749","95813520650.0002","107209785535.02","100235357813.672","103378051936.471","100656518925.098","83446464503.9062","84368155260.7006","96883717056.4707","107217678990.588","108456929458.823","97778840102.724","117459122934.107","129714531245.137","126248924941.179","125177301210.937","134192277447.843",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","583765809.050509","531693943.673673","516167640.267725","489764213.093154","504527538.871805","505914764.284984","537574611.648686","533742597.627704","625621391.38533","741168705.880608","833542664.365376","793123686.090279","795280876.598729","856610076.04871","1029830103.30402","1089500139.72509","1338202807.66764","1278196269.9361","1007390212.58626","1185149457.38402","1097328087.38035","1007246322.70097","1132973615.62028","1386509319.70579","1467801500.28852","1611428666.04457","1540665434.38078","1641930075.14128","2012612160.3815","1419133813.97965","1803535975.07231","2240457785.09384","2427351802.59379","2382978446.10603","2541930595.62507","2286771260.89921","2299808659.58593","2463429089.80949","2665063380.88896","2707100050.7778","1327735780.76406","1422753331.95211","2487954294.68517","3149469473.91812","3247013181.67791","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9666380036.88813","10206604646.2565","10480171412.2893","11534712170.9113","12972299547.5384","14511926397.8485","15759518400.3003","16945727281.8647","18545142886.2859","21332691446.4196","24880359040.9826","28648395880.1942","35386996098.8297","48415733647.6134","61397981451.1729","70958390699.0975","75121414913.9579","86513238833.9128","106772238372.093","132072926302.806","152790282520.956","140423536511.768","129417606547.56","129679318357.862","130768670719.808","133608336983.501","163573823278.72","191116992251.446","216541900671.732","231757351429.159","276540778219.492","282187071270.782","311915489467.162","286749942089.414","315281781663.516","377901958207.386","385700089755.097","385977860193.302","407948410051.145","404544866221.468","404994866619.609","403310126488.544","428784967658.903","497989403585.685","580996794039.114","617386391343.813","670507475708.117","766429838941.689","854598937578.437","698805241356.796","736352883613.335","847885600684.827","814445012227.5","861474336499.179","879595852391.448","774108364253.242","778134181664.243","836510836277.649","915638789626.901","895514342479.214","756174143647.162","928139254791.07","1023340977697.09","1053069574154.53","1071066237472.11","1124107902931.06",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","24293701.8795044","20833514.3054868","25515539.6824142","20546666.6666667","24293333.3333333","33466666.6666667","37576244.5867018","46350045.4434783","77923795.354988","79722390.8513675","80749719.3773222","104449526.676895","143590276.639494","140499127.320534","150752011.325694","178674656.339615","166508337.981182","149559996.937272","171011631.284095","162215524.180155","183175556.359183","251267088.139501","353053813.149303","353114635.985159","350470405.975233","421099713.374263","439774637.776094","441673501.892685","333285060.208","330631681.023911","367166235.271627","493216377.818921","455147045.352239","515369222.336288","549880738.048003","547806645.532976","598270994.063668","625608476.760526","702493885.170074","753756807.855442","739897713.989371","843381071.228823","985414151.144598","1144713621.5213","1002431136.60533","1089476936.20729","1313871930.54871","1275706623.55787","1491476969.22821","1556499129.52718","1369742477.11807","1534259159.40032","1679718268.94666","1684155449.442","1821680268.24413","1551767675.22369","1923044780.86346","2218833103.79562","2255264259.45073","2211130769.46935","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40000000","40000000","37000000","41000000","36000000","42000000","46000000","44000000","46000000","37000000","42000000","46000000","58000000","61000000","61000000","70000000","77000000","98000000","96000000","103000000","89000000","92000000","113000000","150000000","140000000","85000000","77000000","120000000","98000000","108000000","111000000",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.5312062","52322628.8962401","57972564.1714843","72764821.7240816","90352324.3363887","97934826.2828379","97688670.9841776","130487347.979137","142588991.304229","173872519.607531","160996725.590708","253126077.95502","314647528.701288","425323421.818994","888640846.799033","1068531105.68706","1371832275.85209","1449448281.00501","1475698437.43477","1772269116.16008","2769790006.42064","2447269142.5972","2228502937.22195","2079692035.31957","2104556519.11258","2089867354.58983","1197784950.26755","1401160634.82486","1408435482.36896","1917191502.28126","2740347018.3592","2553606793.08992","2576724991.56859","2136542944.38168","2584714650.90058","2944909616.92425","3568070236.71063","3265552539.56344","2125424573.89843","2779726330.60532","3507168436.09882","2726388981.12968","2806922117.40111","3381594592.55817","4276662905.28425","5750501486.11868","6255613897.1935","7289977426.95595","9685333826.46034","6319926635.46137","8287739080.53121","11243840178.751","10465456444.2994","10092462761.8263","8104568513.24111","6620833388.51661","6175468782.21868","7498596948.54146","9158802464.98934","8678687831.55984","7302825066.42947","11849572428.6127","13813536175.2073","12355875610.3482","13494077457.825","11890462993.1663",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28794190064.7948","32761433438.7929","35438523976.024","43672359137.6776","55864677419.3548","62053345132.7434","65841913746.6307","78871843711.8437","95076914669.2234","121453807708.598","151948940274.227","141969931672.026","133411221174.004","127464198878.278","128434115456.238","137913634496.92","150993144239.226","183446283706.488","201778537886.873","209856063481.675","255032436079.545","258221350970.018","270419575289.575","263563318836.233","297415469850.015","346673504813.003","374382215288.612","402043222003.929","403935077840.344","409995146416.438","427199273717.658","421484093853.462","437455035971.223","494048979591.837","582770047601.611","643121818181.818","745508739650.414","788841536614.646","806393382352.941","648817572830.659","717722225201.667","836521134497.73","829500825756.786","844879329622.476","880315812062.876","821200386071.742","786640412453.566","836020370556.138","922834772428.163","917433768894.232","815801724783.58","935667446175.151","1083593172366.25","1091653856200.64","1147692057154.76","1224670037744.72",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038593927.60044","3732841240.12278","3783339805.14489","3101400747.13054","1754966887.41722","1315854563.44299","1266549922.82057","1452314245.99294","686952881.343918","412437507.250319","548000077.071291","594735925.665034","533561535.912022","703050139.134834","787524463.137543","992558006.080135","1255516976.20768","1595471619.36561","2132207924.75209","2514950014.96827","3135124262.79204","3616332794.91706","3181108263.63809","4034702206.42279","5240466055.33962","6021090344.45253","7171991823.72922","7039423515.30611","6110413018.39917","6177710295.87299","7557302009.68942","8896766541.72421","9578376986.37911","5908062642.69865","8045446645.34757","13111621768.0543","15163333694.8312","16347695357.7103","18082223921.5759",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177644.727447","340376194.566406","334773294.244325","326368943.761204","344578369.807967","351581995.210568","310960967.875482","304363805.162641","339265113.592711","387311329.101505","472617875.004875","380936311.818316","437466068.288204","644981958.180025","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813953.488372","134733893.557423","225418871.252205","354924983.692107","479910714.285714","950751458.052938","997843537.414966","945129549.050633","879299610.894942","993956953.642384","1120134374.23496","1105235206.59265","1208940821.01401","1375682236.73196","1583544039.89526","2226334937.35746","2233536787.82789","2534277964.7526","2475841480.93143","2431743616.94123","2404077313.43492","2627802407.06598","3104918870.64991","3490692555.26712","3916311039.77093","5149454653.93664","6088927418.37771","7178293982.08643","7630156153.13385","9490812128.53579","14529631105.6309","16656935875.3268","15988443997.9098","15436790166.9328","16725314357.9985","17513188147.4573","20456689539.6174","22501546548.8178","25597786148.2046","22070393252.1853","23898089227.0418","25623315466.9184","25590486225.4334","29197465998.8647","",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","620341457.628898","645766103.605838","640721931.678519","756205480.449991","828699105.16097","914493654.105981","817036636.463596","869566348.29711","769732341.447186","780067626.712016","742652391.130874","740132957.280735","763846909.977853","749004850.206526","734578556.20053","808614946.14937","781148029.848008","894584048.742242","895267037.392523","1021679586.62962","1005390515.52319","1479451796.12378","1507080730.53399","1512364187.92795","2079424654.58987","2212106802.63826","2531048957.00893","2217341683.37996","2342843828.77653","1890478290.5367","2524762071.63808","4611027664.18413","4767367526.93678","4710654157.7052","6617433828.61847","9596023580.50904","9043059038.49661","9888943025.0436","10351843899.1646","11738637526.4471",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991781.4248778","18921503.3503804","16460090.3361445","18244685.1914963","19763503.6216058","18037835.1385527","19980333.1079835","26392897.1073276","37334614.5101457","51495206.9750515","46062022.5882239","50729191.5156394","57875483.3404851","72405656.3807974","103029780.073365","96172688.7652814","95784687.5532319","107766540.651678","90665413.338735","99014528.9755138","86556333.5933104","109029387.65125","134311372.434326","156436607.867284","189941809.815266","203220124.351594","218509709.449999","212861269.599302","158552463.839931","186876569.332473","184904931.249045","184290825.826675","212639014.948652","198771163.936193","201981399.986315","149998489.210091","157033586.749557","151438768.633212","198101350.569028","204546331.808865","221729529.524001","230768306.087865","226068893.109563","228340998.682611","226367642.899885","237665945.273699","280760743.774678","261079179.200762","268476270.62752","214593792.981957","189367460.895985","278118327.12068","372362228.927732","365730558.072245","174106925.873846","133283633.187106","188942455.877392","168026281.747652","210399922.677429","330185893.239135",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","8186671.4504523","8489510.86613354","9930095.34563256","14078894.9152542","12885646.3815789","14689462.9691544","15403961.6867785","27808006.9792604","24664099.4236311","22408816.6986539","36495542.1685176","45022336.3636364","33735283.2437526","25552411.3669156","48241735.8055713","36490902.8420443","17722485.0023776","51366733.4951294","53186611.9077506","49261011.2220152","63012779.6312043","66730021.3373414","28841802.6240302","54616172.6610542","100783590.449963","77026117.1899923","73982892.4570851","34228134.5542318","24267138.614847","48255104.9692943","51238035.5874262","41587831.1621061","53471573.2038363","66055955.2130173","75293449.9137358","86771562.6921218","65874890.2295901","83754002.6797694","112096348.888004","99060618.5874728","118824731.843798","223293310.77986","148143182.78035","146638162.048894","189520128.440422","288634342.955778","296013057.520557","390049715.257766","395944553.849329","291804550.872984","263737478.988913","334639591.939616","273823396.615999","285372469.695365","279080313.574065","350530220.912147",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991011076.0339","16038364003.6332","16098337026.2265","14849114361.7473","14357208631.2116","7470701298.60658","5779217937.37982","7181836773.61884","7807722846.25857","5810566663.64454","4041173655.70763","5512726595.33217","7249945760.76341","4741380525.48779","5961375349.85882","5965354779.22415",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","421746257.586673","462193280.916671","427584440.678956","525311536.643937","500981987.648471","577923334.471668","788927084.092945","819571866.160997","791766667.309036","878078638.745332","1017465909.09091","1169159090.90909","1514340909.09091","2554695051.78366","3540079545.45455","3962624867.16259","4299095149.25373","4968001850.13876","5937115027.82931","8120634774.60902","10787426059.1527","10998456334.5633","9232897959.18367","7999818111.45511","7925024183.79686","7578756476.68394","9799520447.90652","11688341721.1877","12221486908.4795","12400650440.6211","14210855546.0017","14665696391.8489","16986794780.1216","15014692330.5589","16545700842.6966","19395600823.6505","20396997451.8686","22716461999.2512","23016451054.9983","26625314614.5182","30196597913.7726","30582572463.837","30626385965.3844","37167664772.0089","48427679624.1005","50868190128.2615","55899928857.7023","68338676371.8724","80002280548.4023","61214696315.5328","64408084269.5168","71678227685.3601","69182299552.7496","71740892359.0022","76056457341.835","62624153981.5929","60206483726.2834","69691264258.6342","82399082670.3113","82010713282.0312","60184486579.7402","87890002522.6885","107320102999.948","106504786800.943","107906278860.86","110743741990.477",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589145818.257828","716000532.126468","759541163.699305","761017142.392065","814482647.007982","924142592.648168","777486179.007985","852477963.042811","1020039815.88135","978942338.302308","1012247895.05996","1093422910.10352","939162803.528646","1103566726.94846","1160385303.83576","1358435085.31552","1230176954.70104","1111209277.92567","1121643590.62737","1285840100.66488","1357184772.6963","","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608646743.76103","1688646378.51768","1886230498.02442","2018148609.06032","2274655328.51312","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895405852.17951","5275589192.6201","5463975082.14327","5648926179.65218","6464755962.87974","6817685366.83004","7537142602.34385","8721101392.56831","9673807861.55819","9046835388.59935","10667621566.808","12688259461.4701","12530944105.5555","11658240732.1848","12579582120.7147","12331439231.3857","12387053734.7875","13252394991.303","13323267942.6505","13591570047.3112","12702168189.4414","15241812021.8432","18119750229.8585","17331724160.4735","17982554316.29","19185393857.5219",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1005000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1057000000","1048000000","1119000000","1141000000","1165000000","1414000000","379000000","193000000","545000000","","","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949792.6255184","96774758.0631048","110424723.93819","110599723.500691","111241388.563195","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.44186","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420415.528475","670242444.601789","666355169.765154","752856480.465943","698037583.989994","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","330237752415.308","371139511981.992","440210912803.268","595827799408.708","802192817925.156","864267089528.302","958448622330.477","1088749232773.99","1289326822119.5","1603123730496.59","1931734307898.82","1944902307739.11","1810999854083.88","1771599889778.69","1875919574946.35","1915842376439.62","2213095782123.91","2618308972449.07","3008257891420.09","3251433775940.89","3730427981141.25","3878491104158.33","4409595964198.97","4222388021591.38","4631089927020.67","5477709116018.24","5669880182594.5","5825292509660.25","5791201908742.82","5974225806516.97","6521363206245.83","6304893827141.96","6563292617450.32","7564005899823.16","9081558255903.46","10127026380026.3","11484381433332.7","13226737125850","14896674311314.2","11973401860224.9","13915587476035.8","16366172220141.9","16433235783712.8","16910639780300.6","17248311702900.8","15343484090277.6","15168016295489.9","16587312920961.9","18145500841199","17823663192108.4","16027924850378.5","19750785573877.9","22166935443435.6","22026521366016.1","22701262386811.6","24406365006080.1",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818647513.55909","6859419022.63674","8133821900.58278","8380060897.63528","11516881422.2802","13104032604.0326","15674897468.159","20190630317.7885","25613519710.1817","28115340417.1839","27405152327.4536","28132870173.528","34837426451.7779","37099123961.1077","43008160743.6207","57087679928.189","71728414040.4817","81398943091.3175","90213678231.0087","106158058371.413","127907419893.308","144855533189.935","162013385147.308","182563661857.747","194352293058.904","204029716550.443","187183688551.545","186851434096.036","216356805084.527","207977175829.46","219708197945.946","243330657848.268","283708654340.01","322200039525.117","358398925414.591","394442958247.201","424118380347.954","381294159383.365","469446853182.587","528967240493.32","566883265817.194","610972021660.65","621073310667.425","606079014416.1","600025250410.641","644673433249.5","681282515787.459","645006704384.439","608150234620.739","752719132923.809","697577334982.928","673394100298.828","741699367477.495","853585244635.718",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","87650000","105000000","112000000","150750000","171400000","228900000","258750000","279700000","314550000","302350000","317950000","349150000","375648309.582607","467449766.275117","531200000","558650000","717650000","911750000","1108300000","1344100000","1508450000","1423150000","1209450000","1266300000","1323150000","1393250000","1586500000","1494350000","1672231759.65665","1723758620.68966","1768750000","1654804672.07102","1713781625.71164","1905157993.27819","2182094948.14956","2657476538.06048","2912652027.02703","3326205323.19392","3647511078.28656","3441665505.22648","3878785428.51127","3931297278.35005","4143703818.53006","4452150158.02917","5181709224.05473","5757207467.87627","6119752690.73513","6614386798.69384","7124837294.25652","5766473847.71713","7247910834.02575","9077877620.20288","9431552769.55223","8869045890.69185","9396732039.65968","9475891625.38007","9276480535.29014","9970301123.80064","9977241928.20167","10007263182.8442","8377646120.73421","11079128213.317","13336955013.3273","12838311191.1166","12544270434.9263","13857222810.3654",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","3794091635.11999","3997817431.47313","4147331155.56061","4596088633.47771","4867222847.58843","5531566132.70214","5489756555.55452","6297119698.98893","7706001252.38713","10505607537.359","10844657876.3594","12313257362.6055","14425349463.4847","15894037719.2118","18774605181.7688","21719390980.3812","19980944022.1358","19672669656.0298","19246547013.8792","21197357013.673","20696401346.9324","21782362451.2754","22140208746.1163","21676447317.659","23140447850.3693","25336928123.4344","24674566568.9057","23562869918.1404","23738294315.9413","24686902303.9169","30497752908.8985","33046538093.0933","33238090101.3401","33924917962.2964","33012338074.8409","36382981854.5404","35988360842.055","40363785736.6633","46443392934.841","58284032443.2462","69889556380.544","83803794122.2661","101486203509.008","124258116224.954","106867152716.376","131588070299.86","156354250927.826","161416163103.425","168465862090.258","173387892084.662","148511991162.842","144938492472.529","163302984129.295","183469415862.925","184981062812.827","166761981608.988","210472086809.418","239658596550.731","239192229365.911","259840446597.413","310691060959.352",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6219037034.5684","7319641549.56588","7504791994.23238","7543254903.17524","7165375982.4015","7766550908.82223","8565517611.97238","9603510065.90829","12528039619.1476","15296241057.9123","16386039209.0511","18616780842.5578","22213055103.6714","24632961809.2019","20004212294.0404","20938118936.5758","23929865491.0766","22273300176.917","23621597572.2321","25283999952.174","23169685800.7316","24545506871.635","27482204405.6029","30285565817.1339","31035895644.6976","23925674726.4144","34353885110.1626","42370596882.2789","45008887886.2753","46622456310.9375","50399507887.8431",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426125800","356133600","368773800","358174516.690183","170898839.556527","203703197.629323","139173681.361585","256955764.92692","329352863.384694","349005072.784096","368684025.022278","508794534.216387","501340860.27254","444869994.280515","390002091.189372","470293089.043026","509817233.078678","605106728.739627","689103494.448546","779237501.779754","917202441.231244","1034002204.18872","1016377274.12283","1311686714.79674","1323609594.19049","1567188286.73442","1662345565.95476","1747466805.16477","1632313490.51577","1660793079.17233","1768471542.63842","1585349842.81308","1110024754.94218","903284255.418806","787285237.854403","626235383.720766","531304704.367574","500396994.725824",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10010613260.186","10708915902.735","9317495621.86868","10978579284.7718","18216633112.3868","19562990880.2483","22676867827.4761","25799585544.331","27319788079.7383","31571752985.337","34859576770.3652","39274697097.2605","47999431136.0294","61955833363.7491","70710738666.9673","85323332858.0256","109047007555.583","125323028493.44","97259190764.9288","107172345140.723","122146730994.007","110596984359.093","115833299805.539","122820302233.432","109507057001.96","111069631883.681","122904333778.696","134422841352.766","133707076997.179","123744764553.729","145547409482.391","158966257003.232","173379370601.313","169805683762.924","179026907175.624",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","32803937795.145","33559181386.0606","32627920876.5651","39071638111.0375","39714095344.0532","42514937340.0493","45069594269.9579","46248909801.8309","49192477189.1797","54355531954.6369","59010803416.8304","65631041350.5043","78664907479.5379","120422563600.581","200371950271.467","194271417763.199","225782575036.92","253519760427.331","273452829955.295","367056055105.807","456064760013.07","441538702617.329","431265392038.009","441507738855.844","463836491533.957","449990479112.772","403517064123.399","490020359114.925","569556463850.953","615531053963.432","653416202701.186","632910646196.663","929590932086.064","834482736258.569","892158074654.815","1059955932850.56","1142432749741.65","1243732087108.43","1195018889295.54","1258183665028.93","1509188122123.29","1488094410183.47","1624966019632.26","1942917488071.5","2492292866664.14","3066518994454.11","3738878919534.55","4530754590748.47","5447033473630.83","4385134443570.05","5585010670692.61","6785471317337.38","7070436613410.88","7248539255625.51","7272890631603.2","6408442636715.1","6155405863660.46","6954964005439.42","7743120710922.68","7630659794472.56","7025840790050.23","9163846676204.03","10331539293036.7","9961488165593.61","10541343458928.9","11252591347336.9",
"IDA & IBRD total","IBT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","38532576736.8476","39650970768.9351","39146292851.4317","46109816174.0037","47307183538.9635","50872122919.8727","53824671205.2651","55289125892.9317","59056950134.6957","64794483474.6743","70966189159.5525","77606715485.5327","91564572848.6301","137106500713.2","222698547107.837","217835036763","251278415060.571","283033981971.162","304732801071.288","404617954450.432","501229401412.994","485148908637.026","472001206085.926","482242786942.502","507390345678.236","493233709261.941","449394113404.153","538613666260.717","620661235220.846","670912378488.335","713866394327.359","696301576370.096","1000427856472.8","907614897783.637","976573799242.5","1152545412789.83","1238423887185.56","1342799856176.22","1291798163935.26","1356525938147.37","1620205921890.44","1599204157511.3","1743518658545.34","2077429138919.01","2657260695796.74","3264471734367.89","3972109213568.94","4806291868467.11","5778890894627.18","4671119604371.68","5930203021545.52","7190847908798.5","7468171861897.54","7657578267741.05","7694703821910.01","6788480893544.22","6527086249266.03","7376036842564.83","8203311894995.42","8098922309820.06","7442351263559.8","9682176783756.76","10934043460294.4","10558134697889.8","11175920722090.8","11958471133569.1",
"IDA total","IDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","53315917942.1896","51480560394.0613","48025108690.749","47990280437.7476","51338352918.8871","51005167362.9677","54342804009.1564","57474631977.7622","60316211228.7286","65365493750.2278","71977415857.309","76978755769.0706","79783394577.7735","86158273359.34","101454783214.876","109400770115.254","112210043110.459","114008701726.996","111813185276.431","112657244526.793","125230159391.605","125823283175.471","133437220456.695","149184660318.018","180518885667.846","214755064228.449","249861530128.73","292410933268.157","352414003959.973","309935983267.87","367107470275.776","425497857019.492","407854530901.728","420000870119.807","437744203321.364","397566790984.217","390768919827.307","443044597426.382","481573202057.069","494618479475.895","435535316906.195","534429130839.556","627222427696.74","626247459053.897","667097581014.372","756149974462.913",
"IDA blend","IDB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
