anio,pais_destino,valor_fob_usd,peso_neto_kg,registros,ue,precio_usd_kg,part_pct_anio
2026,ITALIA,1380226.18,159852.81,284,True,8.6344,0.7317
2026,RUSIA,1211388.17,159985.79,341,False,7.5718,0.6422
2026,REPÚBLICA CHECA,992159.73,149421.27,251,True,6.64,0.526
2026,PANAMÁ,914592.67,130829.71,289,False,6.9907,0.4849
2026,FINLANDIA,890105.4,95293.44,83,True,9.3407,0.4719
2026,CHINA,794243.18,68850.73,99,False,11.5357,0.4211
2026,HUNGRÍA,786752.08,107139.51,197,True,7.3432,0.4171
2026,ISRAEL,683452.89,68766.69,61,False,9.9387,0.3623
2026,ALEMANIA,663828.64,94903.59,206,True,6.9948,0.3519
2026,AUSTRALIA,648558.04,78275.16,136,False,8.2856,0.3438
2026,TAIWÁN,564078.34,81458.24,75,False,6.9248,0.299
2026,UZBEKISTÁN,515876.55,51760.84,54,False,9.9665,0.2735
2026,MOLDAVIA,425092.63,61255.7,53,False,6.9396,0.2254
2026,FRANCIA,276491.37,52971.42,151,True,5.2196,0.1466
2026,UCRANIA,269980.83,45516.48,71,False,5.9315,0.1431
2026,ECUADOR,268667.13,36053.16,78,False,7.452,0.1424
2026,NORUEGA,261404.07,25038.0,24,False,10.4403,0.1386
2026,AUSTRIA,252841.79,36506.59,62,True,6.9259,0.134
2026,SUECIA,208430.0,20546.78,38,True,10.1442,0.1105
2026,MAURICIO,198810.93,31458.5,38,False,6.3198,0.1054
2026,REPÚBLICA DOMINICANA,191486.03,32076.5,119,False,5.9697,0.1015
2026,PUERTO RICO,184061.77,29066.59,175,False,6.3324,0.0976
2026,BIELORRUSIA (BELARÚS),182340.94,29342.15,43,False,6.2143,0.0967
2026,KUWAIT,158663.8,11754.75,35,False,13.4978,0.0841
2026,ESTONIA,155047.45,14328.36,66,True,10.821,0.0822
2026,TURQUÍA,142848.16,18015.88,57,False,7.929,0.0757
2026,SINGAPUR,130126.28,20206.49,28,False,6.4398,0.069
2026,LETONIA,124135.95,4977.0,15,True,24.9419,0.0658
2026,KIRGUISTÁN,116140.3,15409.48,85,False,7.5369,0.0616
2026,HONG KONG,96519.96,6991.7,16,False,13.8049,0.0512
2026,PORTUGAL,86499.07,19317.9,27,True,4.4777,0.0459
2026,BULGARIA,82912.95,19906.0,27,True,4.1652,0.044
2026,SUIZA,79764.74,12798.87,56,False,6.2322,0.0423
2026,TRINIDAD Y TOBAGO,71599.38,10500.12,86,False,6.8189,0.038
2026,SERBIA,71407.23,9819.5,23,False,7.272,0.0379
2026,ARGENTINA,51336.33,4907.0,29,False,10.4619,0.0272
2026,CHILE,48846.27,6588.77,57,False,7.4136,0.0259
2026,CURAZAO,45945.08,5359.2,59,False,8.5731,0.0244
2026,GUADALUPE,44015.85,2404.97,34,False,18.302,0.0233
2026,ARABIA SAUDITA,42863.95,5087.5,29,False,8.4253,0.0227
2026,RUMANIA,40435.3,7908.4,18,True,5.113,0.0214
2026,JAMAICA,33460.33,5787.5,74,False,5.7815,0.0177
2026,MARTINICA,30040.23,2676.63,30,False,11.2232,0.0159
2026,VIETNAM,29335.4,4063.88,26,False,7.2186,0.0156
2026,GEORGIA,26778.72,1640.0,14,False,16.3285,0.0142
2026,IRLANDA,26640.61,14390.0,39,True,1.8513,0.0141
2026,AZERBAIYÁN,23906.0,3668.0,14,False,6.5174,0.0127
2026,ESLOVAQUIA,20195.8,3053.0,12,True,6.6151,0.0107
2026,BRASIL,19922.34,4107.4,21,False,4.8504,0.0106
2026,ARMENIA,19704.73,1554.57,22,False,12.6754,0.0104
2026,QATAR,18992.24,2487.5,35,False,7.6351,0.0101
2026,ARUBA,18164.78,2843.66,53,False,6.3878,0.0096
2026,BÉLGICA,17493.75,2907.1,9,True,6.0176,0.0093
2026,KENIA,15090.4,1925.0,11,False,7.8392,0.008
2026,CROACIA,10979.59,1771.75,19,True,6.197,0.0058
2026,BAHRÉIN,9725.5,1219.4,8,False,7.9756,0.0052
2026,ESLOVENIA,4306.92,1607.0,14,True,2.6801,0.0023
2026,GUAM,3901.81,187.5,7,False,20.8097,0.0021
2026,COSTA RICA,3651.4,1036.0,7,False,3.5245,0.0019
2026,BOSNIA Y HERZEGOVINA,3158.0,481.0,11,False,6.5655,0.0017
2026,INDONESIA,2334.58,232.5,7,False,10.0412,0.0012
2026,SURINAM,1735.2,186.83,6,False,9.2876,0.0009
2026,ANDORRA,1396.0,220.99,4,False,6.317,0.0007
2026,ISLAS VÍRGENES BRITÁNICAS,901.0,92.5,5,False,9.7405,0.0005
2026,GUYANA,639.68,118.0,8,False,5.421,0.0003
2026,URUGUAY,623.0,86.0,4,False,7.2442,0.0003
2026,GRECIA,608.0,97.5,1,True,6.2359,0.0003
2026,MALASIA,447.9,59.5,3,False,7.5277,0.0002
2026,NICARAGUA,246.8,78.0,4,False,3.1641,0.0001
2026,GUAYANA FRANCESA,200.7,15.0,2,False,13.38,0.0001
2026,MÉXICO,188.52,12.0,1,False,15.71,0.0001
2026,FILIPINAS,40.0,20.0,2,False,2.0,0.0
2026,NUEVA ZELANDA,23.8,34.0,1,False,0.7,0.0
